date,daily_wod_nc,daily_wod,length_disasters_news,interpolated_news,any_disaster_news,disaster_onset,ln_victims_disaster,year,month,dow,monthyear,daily_wod_nc_nk,daily_wod_nk,any_disaster_news_nk,disaster_onset_nk,ln_victims_disaster_nk,length_disasters_news_nk
2009-08-30,0.48333332,0.48333332,0.0,0.0,0.0,0.0,0.0,2009.0,Aug,Sunday,2009-08-01,0.48333332,0.48333332,0.0,0.0,0.0,0.0
2009-08-31,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2009.0,Aug,Monday,2009-08-01,0.9,0.9,0.0,0.0,0.0,0.0
2009-09-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Tuesday,2009-09-01,1.0,1.0,0.0,0.0,0.0,0.0
2009-09-02,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Wednesday,2009-09-01,0.8,0.8,0.0,0.0,0.0,0.0
2009-09-03,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Thursday,2009-09-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2009-09-04,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Friday,2009-09-01,0.75,0.75,0.0,0.0,0.0,0.0
2009-09-05,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Saturday,2009-09-01,0.95,0.95,0.0,0.0,0.0,0.0
2009-09-06,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Sunday,2009-09-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2009-09-07,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Monday,2009-09-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2009-09-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Tuesday,2009-09-01,1.0,1.0,0.0,0.0,0.0,0.0
2009-09-09,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Wednesday,2009-09-01,0.95,0.95,0.0,0.0,0.0,0.0
2009-09-10,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Thursday,2009-09-01,1.2,1.2,0.0,0.0,0.0,0.0
2009-09-11,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Friday,2009-09-01,0.65,0.65,0.0,0.0,0.0,0.0
2009-09-12,0.80833334,0.80833334,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Saturday,2009-09-01,0.80833334,0.80833334,0.0,0.0,0.0,0.0
2009-09-13,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Sunday,2009-09-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2009-09-14,0.98333335,0.98333335,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Monday,2009-09-01,0.98333335,0.98333335,0.0,0.0,0.0,0.0
2009-09-15,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Tuesday,2009-09-01,0.9,0.9,0.0,0.0,0.0,0.0
2009-09-16,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Wednesday,2009-09-01,0.85,0.85,0.0,0.0,0.0,0.0
2009-09-17,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Thursday,2009-09-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2009-09-18,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Friday,2009-09-01,0.9,0.9,0.0,0.0,0.0,0.0
2009-09-19,0.7825285,0.807364,,1.0,,0.0,0.0,2009.0,Sep,Saturday,2009-09-01,0.7934462,0.8115838,,0.0,0.0,
2009-09-20,1.075,1.08,0.008333334,0.0,1.0,1.0,2.3025851,2009.0,Sep,Sunday,2009-09-01,1.075,1.08,1.0,1.0,2.3025851,0.008333334
2009-09-21,0.85,0.85,0.05,0.0,1.0,0.0,0.0,2009.0,Sep,Monday,2009-09-01,0.85,0.85,1.0,0.0,0.0,0.05
2009-09-22,0.6666667,0.7912088,0.28333333,0.0,1.0,0.0,0.0,2009.0,Sep,Tuesday,2009-09-01,0.6666667,0.7912088,1.0,0.0,0.0,0.28333333
2009-09-23,0.76666665,0.78,0.08888888,0.0,1.0,0.0,0.0,2009.0,Sep,Wednesday,2009-09-01,0.76666665,0.78,1.0,0.0,0.0,0.08888888
2009-09-24,0.56666666,0.56666666,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Thursday,2009-09-01,0.56666666,0.56666666,0.0,0.0,0.0,0.0
2009-09-25,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Friday,2009-09-01,0.8,0.8,0.0,0.0,0.0,0.0
2009-09-26,0.8333333,0.84757835,0.033333335,0.0,1.0,0.0,0.0,2009.0,Sep,Saturday,2009-09-01,0.8333333,0.84757835,1.0,0.0,0.0,0.033333335
2009-09-27,0.78333336,0.8172956,0.1,0.0,1.0,0.0,0.0,2009.0,Sep,Sunday,2009-09-01,0.78333336,0.8172956,1.0,0.0,0.0,0.1
2009-09-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Monday,2009-09-01,1.0,1.0,0.0,0.0,0.0,0.0
2009-09-29,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Tuesday,2009-09-01,0.75,0.75,0.0,0.0,0.0,0.0
2009-09-30,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2009.0,Sep,Wednesday,2009-09-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2009-10-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Thursday,2009-10-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2009-10-02,1.0166667,1.0166667,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Friday,2009-10-01,1.0166667,1.0166667,0.0,0.0,0.0,0.0
2009-10-03,0.926393,0.93933284,,1.0,,0.0,0.0,2009.0,Oct,Saturday,2009-10-01,0.9234577,0.93999684,,0.0,0.0,
2009-10-04,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Sunday,2009-10-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2009-10-05,1.1333333,1.1333333,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Monday,2009-10-01,1.1333333,1.1333333,0.0,0.0,0.0,0.0
2009-10-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Tuesday,2009-10-01,1.0,1.0,0.0,0.0,0.0,0.0
2009-10-07,1.1166667,1.1166667,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Wednesday,2009-10-01,1.1166667,1.1166667,0.0,0.0,0.0,0.0
2009-10-08,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Thursday,2009-10-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2009-10-09,1.1,1.1,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Friday,2009-10-01,1.1,1.1,0.0,0.0,0.0,0.0
2009-10-10,0.9612438,0.97542405,,1.0,,0.0,0.0,2009.0,Oct,Saturday,2009-10-01,0.9594701,0.9734939,,0.0,0.0,
2009-10-11,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Sunday,2009-10-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2009-10-12,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Monday,2009-10-01,0.95,0.95,0.0,0.0,0.0,0.0
2009-10-13,0.93333334,0.93333334,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Tuesday,2009-10-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0
2009-10-14,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Wednesday,2009-10-01,0.7,0.7,0.0,0.0,0.0,0.0
2009-10-15,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Thursday,2009-10-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2009-10-16,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Friday,2009-10-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2009-10-17,0.81869406,0.82590765,,1.0,,0.0,0.0,2009.0,Oct,Saturday,2009-10-01,0.8160736,0.8324312,,0.0,0.0,
2009-10-18,0.625,0.625,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Sunday,2009-10-01,0.625,0.625,0.0,0.0,0.0,0.0
2009-10-19,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Monday,2009-10-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2009-10-20,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Tuesday,2009-10-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2009-10-21,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Wednesday,2009-10-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2009-10-22,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Thursday,2009-10-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2009-10-23,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Friday,2009-10-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2009-10-24,0.7740189,0.78764564,,1.0,,0.0,0.0,2009.0,Oct,Saturday,2009-10-01,0.7713506,0.7902955,,0.0,0.0,
2009-10-25,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Sunday,2009-10-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2009-10-26,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Monday,2009-10-01,0.9,0.9,0.0,0.0,0.0,0.0
2009-10-27,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Tuesday,2009-10-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2009-10-28,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Wednesday,2009-10-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2009-10-29,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Thursday,2009-10-01,0.85,0.85,0.0,0.0,0.0,0.0
2009-10-30,1.0166667,1.0166667,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Friday,2009-10-01,1.0166667,1.0166667,0.0,0.0,0.0,0.0
2009-10-31,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2009.0,Oct,Saturday,2009-10-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2009-11-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Sunday,2009-11-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2009-11-02,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Monday,2009-11-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2009-11-03,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Tuesday,2009-11-01,0.95,0.95,0.0,0.0,0.0,0.0
2009-11-04,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Wednesday,2009-11-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2009-11-05,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Thursday,2009-11-01,1.3333334,1.3333334,0.0,0.0,0.0,0.0
2009-11-06,1.4,1.4,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Friday,2009-11-01,1.4,1.4,0.0,0.0,0.0,0.0
2009-11-07,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Saturday,2009-11-01,0.85,0.85,0.0,0.0,0.0,0.0
2009-11-08,0.98333335,0.98333335,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Sunday,2009-11-01,0.98333335,0.98333335,0.0,0.0,0.0,0.0
2009-11-09,0.85,0.9112612,0.07222222,0.0,1.0,1.0,1.9459101,2009.0,Nov,Monday,2009-11-01,0.85,0.9112612,1.0,1.0,1.9459101,0.07222222
2009-11-10,1.0333333,1.0517858,0.02222222,0.0,1.0,0.0,0.0,2009.0,Nov,Tuesday,2009-11-01,1.0333333,1.0517858,1.0,0.0,0.0,0.02222222
2009-11-11,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Wednesday,2009-11-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2009-11-12,0.6166667,0.6166667,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Thursday,2009-11-01,0.6166667,0.6166667,0.0,0.0,0.0,0.0
2009-11-13,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Friday,2009-11-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2009-11-14,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Saturday,2009-11-01,0.4,0.4,0.0,0.0,0.0,0.0
2009-11-15,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Sunday,2009-11-01,0.9,0.9,0.0,0.0,0.0,0.0
2009-11-16,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Monday,2009-11-01,0.85,0.85,0.0,0.0,0.0,0.0
2009-11-17,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Tuesday,2009-11-01,0.9,0.9,0.0,0.0,0.0,0.0
2009-11-18,0.93333334,0.93333334,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Wednesday,2009-11-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0
2009-11-19,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Thursday,2009-11-01,0.75,0.75,0.0,0.0,0.0,0.0
2009-11-20,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Friday,2009-11-01,0.95,0.95,0.0,0.0,0.0,0.0
2009-11-21,0.8645061,0.8752,,1.0,,0.0,0.0,2009.0,Nov,Saturday,2009-11-01,0.86728203,0.8738791,,0.0,0.0,
2009-11-22,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Sunday,2009-11-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2009-11-23,0.9166667,0.9166667,0.08888888,0.0,1.0,0.0,0.0,2009.0,Nov,Monday,2009-11-01,0.9166667,0.9166667,1.0,0.0,0.0,0.08888888
2009-11-24,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2009.0,Nov,Tuesday,2009-11-01,1.05,1.05,0.0,0.0,0.0,0.0
2009-11-25,0.55,0.5820388,0.18888889,0.0,1.0,0.0,0.0,2009.0,Nov,Wednesday,2009-11-01,0.55,0.5820388,1.0,0.0,0.0,0.18888889
2009-11-26,1.1,1.1631945,0.11666667,0.0,1.0,0.0,0.0,2009.0,Nov,Thursday,2009-11-01,1.1,1.1631945,1.0,0.0,0.0,0.11666667
2009-11-27,0.71666664,1.049386,0.59166664,0.0,1.0,0.0,0.0,2009.0,Nov,Friday,2009-11-01,0.71666664,1.049386,1.0,0.0,0.0,0.59166664
2009-11-28,0.48333332,0.69879514,0.6166667,0.0,1.0,0.0,0.0,2009.0,Nov,Saturday,2009-11-01,0.48333332,0.69879514,1.0,0.0,0.0,0.6166667
2009-11-29,0.65,0.8602564,0.37222221,0.0,1.0,0.0,0.0,2009.0,Nov,Sunday,2009-11-01,0.65,0.8602564,1.0,0.0,0.0,0.37222221
2009-11-30,0.76666665,0.9734083,0.5222222,0.0,1.0,0.0,0.0,2009.0,Nov,Monday,2009-11-01,0.76666665,0.9734083,1.0,0.0,0.0,0.5222222
2009-12-01,0.96666664,1.0719472,0.1388889,0.0,1.0,0.0,0.0,2009.0,Dec,Tuesday,2009-12-01,0.96666664,1.0719472,1.0,0.0,0.0,0.1388889
2009-12-02,1.3166667,1.4408805,0.21666667,0.0,1.0,0.0,0.0,2009.0,Dec,Wednesday,2009-12-01,1.3166667,1.4408805,1.0,0.0,0.0,0.21666667
2009-12-03,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Thursday,2009-12-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2009-12-04,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Friday,2009-12-01,0.8,0.8,0.0,0.0,0.0,0.0
2009-12-05,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Saturday,2009-12-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2009-12-06,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Sunday,2009-12-01,0.75,0.75,0.0,0.0,0.0,0.0
2009-12-07,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Monday,2009-12-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2009-12-08,0.68333334,0.7959184,0.12777777,0.0,1.0,0.0,0.0,2009.0,Dec,Tuesday,2009-12-01,0.68333334,0.7959184,1.0,0.0,0.0,0.12777777
2009-12-09,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Wednesday,2009-12-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2009-12-10,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Thursday,2009-12-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2009-12-11,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Friday,2009-12-01,0.75,0.75,0.0,0.0,0.0,0.0
2009-12-12,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Saturday,2009-12-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2009-12-13,0.69166666,0.69166666,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Sunday,2009-12-01,0.69166666,0.69166666,0.0,0.0,0.0,0.0
2009-12-14,0.6333333,0.6333333,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Monday,2009-12-01,0.6333333,0.6333333,0.0,0.0,0.0,0.0
2009-12-15,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Tuesday,2009-12-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2009-12-16,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Wednesday,2009-12-01,0.95,0.95,0.0,0.0,0.0,0.0
2009-12-17,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Thursday,2009-12-01,0.8,0.8,0.0,0.0,0.0,0.0
2009-12-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Friday,2009-12-01,1.0,1.0,0.0,0.0,0.0,0.0
2009-12-19,1.1333333,1.1333333,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Saturday,2009-12-01,1.1333333,1.1333333,0.0,0.0,0.0,0.0
2009-12-20,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Sunday,2009-12-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2009-12-21,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Monday,2009-12-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2009-12-22,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Tuesday,2009-12-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2009-12-23,0.85,0.85,0.0,0.0,0.0,1.0,2.9957323,2009.0,Dec,Wednesday,2009-12-01,0.85,0.85,0.0,1.0,2.9957323,0.0
2009-12-24,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Thursday,2009-12-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2009-12-25,1.1666666,1.1666666,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Friday,2009-12-01,1.1666666,1.1666666,0.0,0.0,0.0,0.0
2009-12-26,1.4166666,1.4166666,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Saturday,2009-12-01,1.4166666,1.4166666,0.0,0.0,0.0,0.0
2009-12-27,1.25,1.25,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Sunday,2009-12-01,1.25,1.25,0.0,0.0,0.0,0.0
2009-12-28,1.55,1.55,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Monday,2009-12-01,1.55,1.55,0.0,0.0,0.0,0.0
2009-12-29,1.35,1.35,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Tuesday,2009-12-01,1.35,1.35,0.0,0.0,0.0,0.0
2009-12-30,1.1666666,1.1666666,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Wednesday,2009-12-01,1.1666666,1.1666666,0.0,0.0,0.0,0.0
2009-12-31,0.6333333,0.6333333,0.0,0.0,0.0,0.0,0.0,2009.0,Dec,Thursday,2009-12-01,0.6333333,0.6333333,0.0,0.0,0.0,0.0
2010-01-01,0.55833334,0.55833334,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Friday,2010-01-01,0.55833334,0.55833334,0.0,0.0,0.0,0.0
2010-01-02,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Saturday,2010-01-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2010-01-03,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Sunday,2010-01-01,1.05,1.05,0.0,0.0,0.0,0.0
2010-01-04,1.1333333,1.1333333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Monday,2010-01-01,1.1333333,1.1333333,0.0,0.0,0.0,0.0
2010-01-05,1.0166667,1.0166667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Tuesday,2010-01-01,1.0166667,1.0166667,0.0,0.0,0.0,0.0
2010-01-06,1.1833333,1.1833333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Wednesday,2010-01-01,1.1833333,1.1833333,0.0,0.0,0.0,0.0
2010-01-07,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Thursday,2010-01-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2010-01-08,1.1,1.1,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Friday,2010-01-01,1.1,1.1,0.0,0.0,0.0,0.0
2010-01-09,0.5833333,0.5833333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Saturday,2010-01-01,0.5833333,0.5833333,0.0,0.0,0.0,0.0
2010-01-10,0.925,0.93308246,0.016666668,0.0,1.0,1.0,0.0,2010.0,Jan,Sunday,2010-01-01,0.925,0.93308246,1.0,1.0,0.0,0.016666668
2010-01-11,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Monday,2010-01-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2010-01-12,1.1833333,1.1833333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Tuesday,2010-01-01,1.1833333,1.1833333,0.0,0.0,0.0,0.0
2010-01-13,1.65,1.65,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Wednesday,2010-01-01,1.65,1.65,0.0,0.0,0.0,0.0
2010-01-14,1.6833333,1.6833333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Thursday,2010-01-01,1.6833333,1.6833333,0.0,0.0,0.0,0.0
2010-01-15,1.5166667,1.5166667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Friday,2010-01-01,1.5166667,1.5166667,0.0,0.0,0.0,0.0
2010-01-16,1.6166667,1.6166667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Saturday,2010-01-01,1.6166667,1.6166667,0.0,0.0,0.0,0.0
2010-01-17,1.5166667,1.5166667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Sunday,2010-01-01,1.5166667,1.5166667,0.0,0.0,0.0,0.0
2010-01-18,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Monday,2010-01-01,1.5,1.5,0.0,0.0,0.0,0.0
2010-01-19,1.35,1.35,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Tuesday,2010-01-01,1.35,1.35,0.0,0.0,0.0,0.0
2010-01-20,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Wednesday,2010-01-01,1.2,1.2,0.0,0.0,0.0,0.0
2010-01-21,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Thursday,2010-01-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2010-01-22,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Friday,2010-01-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2010-01-23,1.1166667,1.1166667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Saturday,2010-01-01,1.1166667,1.1166667,0.0,0.0,0.0,0.0
2010-01-24,0.80833334,0.80833334,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Sunday,2010-01-01,0.80833334,0.80833334,0.0,0.0,0.0,0.0
2010-01-25,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Monday,2010-01-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2010-01-26,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Tuesday,2010-01-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2010-01-27,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Wednesday,2010-01-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2010-01-28,0.56666666,0.56666666,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Thursday,2010-01-01,0.56666666,0.56666666,0.0,0.0,0.0,0.0
2010-01-29,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Friday,2010-01-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2010-01-30,0.5833333,0.5833333,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Saturday,2010-01-01,0.5833333,0.5833333,0.0,0.0,0.0,0.0
2010-01-31,0.875,0.875,0.0,0.0,0.0,0.0,0.0,2010.0,Jan,Sunday,2010-01-01,0.875,0.875,0.0,0.0,0.0,0.0
2010-02-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0,0.0,2010.0,Feb,Monday,2010-02-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0
2010-02-02,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2010.0,Feb,Tuesday,2010-02-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2010-02-03,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2010.0,Feb,Wednesday,2010-02-01,1.05,1.05,0.0,0.0,0.0,0.0
2010-02-04,0.8833333,0.8833333,0.01111111,0.0,1.0,0.0,0.0,2010.0,Feb,Thursday,2010-02-01,0.8833333,0.8833333,1.0,0.0,0.0,0.01111111
2010-02-05,0.78333336,0.78333336,0.0,0.0,0.0,1.0,1.0986123,2010.0,Feb,Friday,2010-02-01,0.78333336,0.78333336,0.0,1.0,1.0986123,0.0
2010-02-06,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2010.0,Feb,Saturday,2010-02-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2010-02-07,0.925,0.925,0.0,0.0,0.0,0.0,0.0,2010.0,Feb,Sunday,2010-02-01,0.925,0.925,0.0,0.0,0.0,0.0
